record_id,field_id,date,state,district,crop,crop_variety,growth_stage,crop_age_days,area_acres,soil_type,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,leaf_wetness_hours,sunlight_hours,irrigation_level,previous_disease,previous_pest,disease_history,pest_history,ndvi,vegetation_health,disease,disease_probability,pest,pest_probability,severity,risk_score,risk_level,recommended_action,data_source
REC_03363,FIELD_071,2025-07-29,Gujarat,Junagadh,Groundnut,JL-24,Pegging,78,4.2,Red Sandy Loam,6.4,69,18,52,55.9,24.6,54.6,0.0,0.39,23.9,3.4,9.4,Adequate,0,0,Moderate,None,0.785,94.9,None,0.13,None,0.11,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09757,FIELD_100,2026-04-14,Maharashtra,Nashik,Tomato,Sivaji F1,Flowering,52,1.5,Red Sandy,7.55,58,39,55,64.8,26.5,36.4,0.0,0.14,22.1,4.7,9.9,Rainfed,0,0,Moderate,Low,0.747,84.0,None,0.16,None,0.03,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08016,FIELD_031,2025-08-06,West Bengal,Burdwan,Rice,Pusa-44,Seedling,22,6.3,Alluvial,7.44,93,57,15,82.6,35.5,81.7,41.0,0.68,10.7,11.6,4.3,Rainfed,0,0,None,Low,0.683,66.9,Bacterial Leaf Blight,0.77,None,0.12,MEDIUM,50.5,MEDIUM,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_03410,FIELD_053,2025-11-15,Gujarat,Bhavnagar,Onion,AgriFound Dark Red,Harvesting,132,8.8,Clay Loam,6.35,70,44,59,50.7,28.7,76.5,9.5,0.79,9.3,7.5,3.0,Deficit,0,0,Moderate,Low,0.637,70.4,Onion Purple Blotch,0.77,None,0.1,MEDIUM,36.3,MEDIUM,Spray Mancozeb 75 WP (2.5g/L) with agricultural sticker adjuvant,synthetic_training_data
REC_08421,FIELD_089,2025-12-18,Haryana,Karnal,Rice,Swarna Medium,Panicle Initiation,64,12.9,Clay Loam,6.07,104,22,39,86.5,34.4,90.0,16.2,0.88,4.7,14.4,2.3,Excessive,0,1,None,High,0.554,63.3,Bacterial Leaf Blight,0.7,None,0.19,MEDIUM,54.1,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_02741,FIELD_087,2025-06-20,Madhya Pradesh,Sehore,Wheat,Sharbati Gold,Milking,110,2.4,Clay Loam,6.53,70,38,15,93.8,22.1,83.3,26.8,0.82,9.3,12.6,4.1,Rainfed,0,0,Low,None,0.555,56.1,Wheat Brown Rust,0.89,None,0.15,MEDIUM,55.4,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_08238,FIELD_074,2026-06-25,Uttar Pradesh,Meerut,Wheat,Sharbati Gold,Milking,98,4.8,Loam,7.48,83,49,69,50.7,20.8,34.6,2.8,0.43,8.3,2.6,6.7,Adequate,0,0,Low,Low,0.764,84.6,None,0.06,None,0.11,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08001,FIELD_083,2025-08-02,Tamil Nadu,Coimbatore,Groundnut,TAG-24 Early,Pegging,75,12.1,Sandy Loam,6.84,42,60,24,90.7,30.7,81.9,31.9,0.59,13.7,10.6,4.5,Deficit,0,0,Low,None,0.627,51.0,Groundnut Collar Rot,0.86,None,0.1,MEDIUM,55.9,HIGH,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_05436,FIELD_092,2026-03-15,Punjab,Jalandhar,Potato,Kufri Jyoti,Haulm Senescence,104,6.3,Sandy Loam,6.86,68,25,57,76.8,19.6,92.7,20.5,0.69,14.4,10.6,4.6,Adequate,0,0,None,Low,0.696,71.5,Potato Late Blight,0.79,None,0.05,LOW,47.5,MEDIUM,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_09684,FIELD_087,2026-05-18,Gujarat,Banaskantha,Potato,Kufri Jyoti,Haulm Senescence,101,6.4,Loam,6.74,103,13,61,94.3,22.5,70.9,0.0,0.06,12.5,4.4,6.2,Excessive,0,0,Low,Moderate,0.755,79.7,Potato Black Scurf,0.78,None,0.1,LOW,41.2,MEDIUM,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_06433,FIELD_073,2025-11-20,Bihar,Khagaria,Maize,Pioneer-3396,Knee High,36,9.3,Sandy Loam,7.03,85,47,69,95.7,33.2,79.7,33.6,0.63,12.3,11.8,2.2,Excessive,0,0,None,Low,0.731,82.4,None,0.07,None,0.08,LOW,19.6,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_06496,FIELD_098,2026-03-08,Telangana,Warangal,Rice,Basmati-Super,Milking,109,6.3,Clay,7.03,88,31,73,84.6,24.8,77.4,45.2,0.94,22.1,9.1,5.2,Rainfed,0,0,Low,Low,0.633,77.5,Rice Blast,0.8,None,0.1,LOW,47.4,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_04324,FIELD_013,2026-07-26,West Bengal,Hooghly,Potato,Kufri Bahar,Vegetative,35,10.8,Sandy Loam,7.53,46,60,40,89.8,22.1,89.4,39.5,0.78,11.3,15.0,4.1,Adequate,0,0,Moderate,Low,0.493,60.6,Potato Black Scurf,0.82,None,0.09,HIGH,57.7,HIGH,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_07581,FIELD_080,2025-11-02,Madhya Pradesh,Chhindwara,Maize,Bio-9681,Seedling,13,9.4,Sandy Loam,6.52,39,54,49,37.7,31.9,43.8,0.0,0.37,17.3,4.6,9.6,Deficit,0,0,Low,None,0.867,86.5,None,0.2,None,0.14,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07019,FIELD_041,2025-09-03,Telangana,Warangal,Rice,IR-64 High-Yield,Booting,87,2.8,Clay,5.83,68,38,41,64.5,28.7,34.5,0.0,0.08,21.3,3.5,6.1,Rainfed,0,1,None,High,0.812,87.3,None,0.06,None,0.03,LOW,9.7,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_01633,FIELD_052,2025-12-13,Maharashtra,Aurangabad,Maize,Bio-9681,Seedling,18,14.2,Sandy Loam,6.27,61,38,52,57.9,23.0,77.9,0.0,0.14,13.8,0.1,7.0,Rainfed,1,0,High,None,0.64,67.8,Northern Corn Leaf Blight,0.79,None,0.18,LOW,50.2,MEDIUM,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_07647,FIELD_019,2026-01-06,Telangana,Warangal,Rice,Basmati-Super,Panicle Initiation,75,1.6,Alluvial,7.99,77,37,48,25.6,24.6,55.3,0.0,0.38,24.2,1.3,9.0,Deficit,0,1,Moderate,High,0.81,90.6,None,0.12,Yellow Stem Borer,0.41,LOW,28.3,LOW,Apply Cartap hydrochloride 4G; install light traps,synthetic_training_data
REC_00171,FIELD_071,2026-02-03,Gujarat,Banaskantha,Potato,Kufri Bahar,Sprouting,16,9.2,Loam,6.35,72,47,52,44.5,23.1,52.3,0.0,0.27,19.8,4.7,6.3,Deficit,1,0,High,Moderate,0.537,65.6,Potato Black Scurf,0.9,None,0.09,MEDIUM,59.3,HIGH,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_07975,FIELD_024,2026-02-25,Punjab,Jalandhar,Sugarcane,Co-86032 Sweet,Maturity,309,10.5,Clay Loam,6.9,68,38,50,77.7,36.5,54.1,2.2,0.48,12.7,4.7,7.0,Rainfed,0,1,Moderate,High,0.729,84.0,None,0.21,Termites,0.4,LOW,27.9,LOW,Apply Chlorpyrifos 20 EC or Fipronil 0.3% GR in furrow,synthetic_training_data
REC_00450,FIELD_011,2026-06-26,Karnataka,Davanagere,Maize,Pioneer-3396,Knee High,33,9.6,Sandy Loam,6.75,48,40,25,94.6,28.1,91.7,43.4,0.97,7.7,5.5,2.1,Deficit,0,0,None,Moderate,0.513,53.5,Northern Corn Leaf Blight,0.64,Fall Armyworm,0.55,MEDIUM,67.1,HIGH,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_02512,FIELD_043,2026-01-08,Bihar,Vaishali,Tomato,Sivaji F1,Fruit Setting,80,9.4,Sandy Loam,7.69,60,53,18,88.5,27.7,36.4,0.0,0.3,6.8,3.3,10.2,Excessive,0,0,Moderate,Low,0.8,95.0,None,0.18,None,0.12,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08494,FIELD_097,2025-07-28,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Boll Formation,120,10.6,Deep Clay,6.15,110,43,38,59.6,39.3,47.9,0.0,0.37,22.8,2.4,10.6,Adequate,0,0,Low,Moderate,0.74,69.7,Cotton Leaf Curl Virus,0.73,None,0.05,MEDIUM,34.4,MEDIUM,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_03923,FIELD_068,2026-02-08,Gujarat,Rajkot,Cotton,Bt-Cotton-II,Flowering,86,11.7,Medium Black,7.94,108,26,32,94.3,38.3,65.0,3.6,0.52,13.1,1.2,10.0,Excessive,1,1,High,High,0.546,61.8,Cotton Leaf Curl Virus,0.84,None,0.14,HIGH,69.5,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_01293,FIELD_019,2026-06-30,West Bengal,Hooghly,Potato,Kufri Jyoti,Vegetative,35,11.6,Loam,6.33,51,24,65,90.2,16.1,89.4,34.1,0.96,11.0,9.4,4.9,Deficit,0,0,None,Low,0.648,74.5,Potato Late Blight,0.7,None,0.16,MEDIUM,45.5,MEDIUM,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_06042,FIELD_067,2025-11-13,Tamil Nadu,Erode,Sugarcane,Co-86032 Sweet,Maturity,311,5.2,Deep Black,8.05,43,40,49,63.3,22.5,51.6,0.0,0.34,6.5,4.8,9.3,Rainfed,0,1,Moderate,High,0.745,84.2,None,0.06,None,0.15,LOW,8.8,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09405,FIELD_011,2025-10-21,Maharashtra,Nashik,Tomato,Arka Rakshak,Vegetative,37,10.1,Sandy Loam,7.83,57,12,47,28.9,18.3,53.3,0.0,0.22,7.4,4.9,6.8,Deficit,0,0,Moderate,Moderate,0.872,89.3,None,0.06,None,0.07,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_00104,FIELD_079,2026-04-14,Punjab,Jalandhar,Potato,Kufri Bahar,Stolon Formation,55,6.8,Loam,6.55,76,27,59,63.4,22.3,97.9,17.5,0.8,13.2,11.0,2.1,Deficit,0,0,Moderate,Moderate,0.745,78.5,Potato Black Scurf,0.81,None,0.05,LOW,45.9,MEDIUM,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_04693,FIELD_020,2025-07-15,Bihar,Vaishali,Tomato,Abhinav Hybrid,Fruit Maturation,86,5.5,Loam,6.77,44,43,52,40.3,29.0,35.9,0.0,0.03,18.6,2.3,8.3,Deficit,0,1,Low,High,0.662,68.2,Tomato Leaf Curl,0.6,Red Spider Mite,0.42,MEDIUM,50.5,MEDIUM,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL,synthetic_training_data
REC_06230,FIELD_052,2025-07-25,West Bengal,Burdwan,Rice,Basmati-Super,Tillering,37,9.2,Alluvial,6.91,98,48,69,76.2,32.7,82.2,5.5,0.85,16.1,6.6,6.3,Adequate,0,1,Moderate,High,0.382,31.7,Bacterial Leaf Blight,0.85,Brown Planthopper,0.96,HIGH,87.7,CRITICAL,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage Also Apply Pymetrozine 50 WG @ 0.6g/L; alternate wetting and drying,synthetic_training_data
REC_03964,FIELD_026,2025-10-14,Tamil Nadu,Coimbatore,Groundnut,GG-20 Bold,Maturity,112,15.0,Red Sandy Loam,6.19,102,51,58,59.0,30.6,61.9,0.0,0.23,9.7,1.8,10.9,Rainfed,0,0,Low,Moderate,0.767,93.1,Groundnut Collar Rot,0.77,None,0.03,LOW,31.1,LOW,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_03032,FIELD_053,2025-10-29,Punjab,Patiala,Wheat,PBW-550 Early,Milking,102,12.9,Loam,7.83,78,35,43,86.8,25.6,65.3,0.0,0.37,6.6,3.8,9.9,Excessive,0,0,Moderate,Low,0.716,81.3,Wheat Brown Rust,0.73,None,0.06,MEDIUM,32.9,MEDIUM,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_01018,FIELD_064,2025-07-09,Bihar,Khagaria,Maize,Bio-9681,Silking,61,5.7,Alluvial,6.65,44,47,49,80.6,31.0,82.0,25.1,0.96,24.1,10.2,5.9,Rainfed,0,1,None,High,0.632,72.4,Northern Corn Leaf Blight,0.51,None,0.06,MEDIUM,40.9,MEDIUM,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_09957,FIELD_047,2026-05-01,Haryana,Karnal,Rice,IR-64 High-Yield,Maturity,127,14.1,Alluvial,7.26,76,23,43,93.0,32.1,67.4,0.0,0.12,9.7,4.8,7.9,Excessive,0,0,Moderate,None,0.68,73.1,Bacterial Leaf Blight,0.71,None,0.04,MEDIUM,36.8,MEDIUM,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_01563,FIELD_039,2025-12-19,Bihar,Khagaria,Maize,ProAgro-4212,Tasseling,54,11.1,Sandy Loam,7.21,105,37,60,86.2,25.9,76.0,48.5,0.65,7.3,12.0,3.7,Adequate,1,0,High,None,0.496,43.0,Northern Corn Leaf Blight,0.98,Aphids,0.72,HIGH,98.5,CRITICAL,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation Also Spray NSKE 5% or Thiamethoxam 25 WG @ 0.3g/L,synthetic_training_data
REC_06026,FIELD_059,2026-02-03,Andhra Pradesh,Chittoor,Tomato,Vaibhav Fresh,Fruit Setting,84,7.2,Loam,6.73,71,34,37,93.2,22.1,79.3,33.3,0.73,6.1,14.5,6.3,Excessive,1,1,High,High,0.351,42.1,Tomato Late Blight,0.98,Fruit and Shoot Borer,0.74,HIGH,98.5,CRITICAL,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants Also Deploy pheromone lures @ 12/ha; spray Chlorantraniliprole 18.5 SC,synthetic_training_data
REC_00342,FIELD_003,2026-04-26,Karnataka,Dharwad,Groundnut,TMV-2,Seedling,24,5.0,Sandy Loam,7.52,82,25,46,65.6,24.2,49.9,3.4,0.47,12.3,1.5,7.6,Rainfed,0,0,Moderate,None,0.823,94.6,Tikka Leaf Spot,0.43,None,0.2,LOW,19.3,LOW,Spray Carbendazim + Mancozeb @ 2g/L; avoid water stagnation,synthetic_training_data
REC_02546,FIELD_078,2026-03-26,West Bengal,Burdwan,Rice,MTU-1010,Milking,112,8.9,Alluvial,6.09,63,29,78,81.2,29.6,61.5,0.5,0.42,25.7,4.2,10.2,Excessive,0,1,None,High,0.723,76.6,Bacterial Leaf Blight,0.7,None,0.12,MEDIUM,44.2,MEDIUM,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_08370,FIELD_068,2025-10-30,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Square Formation,70,9.8,Black Soil,5.47,90,58,59,91.9,28.8,92.1,54.3,0.73,22.7,8.5,3.2,Rainfed,0,0,None,None,0.639,51.8,Cotton Bacterial Blight,0.76,None,0.07,HIGH,53.8,HIGH,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_05071,FIELD_072,2025-11-15,Madhya Pradesh,Narsinghpur,Pigeon Pea,BSMR-736,Flowering,101,3.5,Loam,7.04,50,21,38,87.4,27.7,94.4,44.5,0.92,11.1,5.6,4.8,Excessive,0,0,None,None,0.634,78.0,Chickpea Fusarium Wilt,0.83,None,0.03,MEDIUM,48.8,MEDIUM,Crop rotation with sorghum; soil application of Trichoderma,synthetic_training_data
REC_03626,FIELD_050,2026-06-03,Karnataka,Davanagere,Maize,PAC-751,Grain Fill,75,8.8,Alluvial,7.02,62,51,54,55.7,32.3,84.3,19.1,0.6,7.6,10.5,5.9,Rainfed,0,0,Moderate,Low,0.778,89.0,None,0.11,None,0.16,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_01841,FIELD_069,2026-06-11,Telangana,Warangal,Cotton,Bollgard-II,Boll Formation,109,7.2,Medium Black,5.74,43,22,49,87.4,35.1,75.4,36.3,0.79,21.6,14.9,3.4,Excessive,0,0,Moderate,None,0.381,45.9,Cotton Leaf Curl Virus,0.77,Pink Bollworm,0.77,HIGH,81.4,CRITICAL,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds Also Install 5-8 pheromone traps/acre; spray Flubendiamide 39.35 SC,synthetic_training_data
REC_07466,FIELD_025,2025-07-15,Maharashtra,Nashik,Tomato,Sivaji F1,Vegetative,40,11.7,Red Sandy,6.41,60,19,62,29.4,29.9,46.9,0.0,0.3,7.6,4.9,9.1,Deficit,0,1,None,High,0.465,25.3,Tomato Leaf Curl,0.73,Whiteflies,0.96,HIGH,80.1,CRITICAL,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL Also Install yellow sticky cards; spray NSKE 5% neem extract,synthetic_training_data
REC_07588,FIELD_018,2025-11-07,West Bengal,Hooghly,Potato,Kufri Chipsona,Vegetative,29,5.8,Alluvial,6.15,46,41,49,79.1,21.0,32.9,0.0,0.26,19.3,3.9,6.5,Excessive,0,0,Moderate,Moderate,0.806,80.7,Potato Black Scurf,0.66,None,0.17,LOW,28.5,LOW,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_09550,FIELD_047,2026-06-09,Telangana,Warangal,Rice,Swarna Medium,Booting,85,10.8,Clay,5.81,20,34,42,71.7,25.3,56.7,0.0,0.37,10.0,3.9,6.2,Rainfed,1,0,High,Moderate,0.643,59.7,Rice Blast,0.95,None,0.14,HIGH,61.1,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_08473,FIELD_001,2026-01-23,Telangana,Warangal,Cotton,Bunny Bt,Boll Bursting,136,4.7,Deep Clay,7.91,73,46,32,92.7,28.8,58.8,0.0,0.3,6.7,4.0,10.1,Excessive,0,0,Moderate,Low,0.645,81.1,Cotton Leaf Curl Virus,0.73,None,0.13,MEDIUM,38.2,MEDIUM,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_02332,FIELD_077,2025-09-03,Telangana,Nizamabad,Maize,PAC-751,Silking,67,13.5,Loam,7.3,73,46,49,62.9,21.5,32.4,0.0,0.21,10.8,2.5,6.1,Adequate,0,1,Low,High,0.814,83.9,None,0.04,None,0.17,LOW,13.5,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05090,FIELD_050,2025-11-21,Maharashtra,Nashik,Onion,N-53,Vegetative,69,13.1,Alluvial,7.05,94,36,33,86.0,26.1,41.0,0.0,0.39,8.2,4.8,8.1,Excessive,0,1,None,High,0.404,46.3,Onion Purple Blotch,0.71,Thrips,0.96,HIGH,78.3,CRITICAL,Spray Mancozeb 75 WP (2.5g/L) with agricultural sticker adjuvant Also Install blue sticky traps; spray Fipronil 5 SC,synthetic_training_data
REC_09470,FIELD_094,2025-06-23,Karnataka,Belagavi,Soybean,JS-9560 Early,Pod Formation,57,9.2,Black Cotton Soil,7.99,78,45,42,68.3,27.6,43.5,3.2,0.46,6.9,0.6,9.2,Rainfed,0,0,None,Moderate,0.87,88.5,None,0.09,None,0.15,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08878,FIELD_020,2025-11-20,Haryana,Hisar,Wheat,PBW-550 Early,Jointing,65,7.4,Alluvial,7.18,112,31,53,83.4,12.6,88.0,38.2,0.92,20.0,10.0,3.9,Deficit,0,0,None,Moderate,0.648,71.4,Wheat Yellow Rust,0.72,None,0.15,MEDIUM,45.8,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_01615,FIELD_040,2025-09-03,Telangana,Warangal,Rice,Swarna Medium,Tillering,39,10.0,Clay,6.41,41,51,45,79.0,30.6,95.5,41.9,0.62,19.9,15.6,2.1,Excessive,0,0,Low,Low,0.605,56.3,Bacterial Leaf Blight,0.92,None,0.13,HIGH,66.0,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_08360,FIELD_016,2026-07-08,Gujarat,Dahod,Soybean,JS-9560 Early,Pod Filling,89,4.1,Clay Loam,7.49,89,18,32,85.0,22.9,95.1,48.7,0.65,19.4,14.2,5.6,Excessive,0,0,Moderate,None,0.554,59.9,Soybean Rust,0.81,None,0.16,HIGH,54.3,HIGH,Spray Hexaconazole 5% EC @ 2ml/L to lower canopy surfaces,synthetic_training_data
REC_07735,FIELD_076,2025-07-12,Gujarat,Dahod,Soybean,NRC-37,Emergence,14,11.7,Medium Black,7.06,106,12,40,58.7,30.8,51.6,0.0,0.17,16.3,3.1,9.4,Adequate,1,1,High,High,0.632,50.0,Soybean Anthracnose,0.84,None,0.17,HIGH,62.7,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_03563,FIELD_052,2025-12-28,Andhra Pradesh,Krishna,Rice,Basmati-Super,Panicle Initiation,59,6.1,Clay Loam,7.48,104,49,38,88.3,21.3,89.2,48.0,0.9,19.7,6.6,2.3,Deficit,1,0,High,Moderate,0.438,43.0,Rice Blast,0.97,None,0.14,HIGH,75.2,CRITICAL,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_05268,FIELD_012,2025-06-27,Punjab,Bathinda,Cotton,Suraj,Boll Bursting,139,2.5,Black Soil,5.79,63,22,15,41.3,28.2,49.9,0.0,0.11,17.8,2.7,10.4,Deficit,0,0,Low,Low,0.795,85.2,None,0.05,None,0.17,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05845,FIELD_003,2025-12-16,West Bengal,Hooghly,Potato,Kufri Jyoti,Haulm Senescence,107,9.6,Loam,7.64,33,12,22,88.9,24.5,68.0,2.5,0.48,12.2,4.2,7.0,Excessive,1,1,High,High,0.362,46.2,Potato Black Scurf,0.98,Flea Beetles,0.49,HIGH,88.9,CRITICAL,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_07137,FIELD_012,2026-04-06,Rajasthan,Kota,Wheat,HD-2967 Prime,Maturity,129,7.1,Loam,6.67,65,50,38,57.5,10.2,35.7,0.0,0.19,11.1,4.1,7.7,Rainfed,1,0,High,Low,0.678,81.0,Wheat Yellow Rust,0.68,None,0.14,MEDIUM,46.7,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_05331,FIELD_007,2026-01-22,Rajasthan,Kota,Wheat,HD-2967 Prime,Jointing,64,4.8,Loam,8.18,117,29,69,35.4,18.7,56.8,0.0,0.17,8.6,2.6,9.5,Deficit,0,0,None,Low,0.71,74.2,Wheat Powdery Mildew,0.8,None,0.14,LOW,38.4,MEDIUM,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_01707,FIELD_004,2026-07-12,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Boll Bursting,149,13.4,Medium Black,7.46,64,47,81,94.3,32.1,81.9,25.7,0.75,21.4,13.0,5.1,Deficit,1,0,High,Moderate,0.448,38.2,Cotton Bacterial Blight,0.98,None,0.07,HIGH,76.3,CRITICAL,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_00376,FIELD_055,2025-10-25,Punjab,Patiala,Wheat,DBW-187,Tillering,40,14.3,Alluvial,7.18,38,48,47,82.0,19.3,77.3,35.8,0.58,10.6,8.1,2.5,Excessive,0,0,Low,Moderate,0.737,78.1,Wheat Powdery Mildew,0.9,None,0.14,LOW,46.4,MEDIUM,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_04136,FIELD_028,2026-07-10,Andhra Pradesh,Krishna,Rice,Pusa-44,Tillering,46,3.8,Alluvial,6.75,66,39,62,72.0,23.8,46.9,0.0,0.08,25.2,3.6,6.5,Rainfed,0,0,None,None,0.77,93.9,Rice Blast,0.51,None,0.06,LOW,22.7,LOW,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_06818,FIELD_072,2025-06-09,West Bengal,Hooghly,Potato,Kufri Jyoti,Haulm Senescence,91,9.2,Alluvial,5.94,54,46,68,62.5,20.8,69.2,0.0,0.18,12.2,0.3,10.3,Rainfed,0,0,Low,Moderate,0.754,67.1,Potato Black Scurf,0.7,None,0.11,LOW,34.5,MEDIUM,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_02750,FIELD_024,2026-04-14,Haryana,Karnal,Rice,Swarna Medium,Panicle Initiation,55,13.4,Alluvial,7.04,115,32,40,63.4,25.7,47.1,0.0,0.15,24.5,3.0,6.7,Adequate,1,0,High,Low,0.577,53.8,Rice Blast,0.92,None,0.12,MEDIUM,54.4,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_06388,FIELD_097,2025-08-14,Andhra Pradesh,Anantapur,Groundnut,TMV-2,Pegging,77,12.9,Medium Black,6.84,71,34,58,80.7,32.5,92.9,53.0,0.71,16.9,12.2,4.0,Excessive,0,0,None,Moderate,0.484,52.1,Groundnut Collar Rot,0.77,None,0.07,MEDIUM,52.9,HIGH,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_07391,FIELD_068,2026-05-07,Haryana,Hisar,Wheat,DBW-187,Heading,88,2.6,Loam,7.02,60,40,52,92.0,20.8,93.0,25.1,0.79,20.7,10.0,2.9,Deficit,1,1,High,High,0.516,45.0,Wheat Brown Rust,0.98,Aphids,0.83,HIGH,98.5,CRITICAL,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves Also Spray Thiamethoxam 25 WG @ 0.3g/L or 5% neem extract,synthetic_training_data
REC_09794,FIELD_002,2025-11-22,Madhya Pradesh,Sehore,Wheat,WH-1105,Heading,83,10.7,Loam,6.33,85,34,42,86.0,19.5,32.4,4.0,0.44,8.3,1.7,10.2,Excessive,1,0,High,Moderate,0.621,68.5,Wheat Powdery Mildew,0.74,None,0.09,LOW,48.6,MEDIUM,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_04923,FIELD_002,2025-09-02,Gujarat,Bharuch,Pigeon Pea,BSMR-736,Vegetative,40,9.0,Medium Black,6.41,87,33,36,79.8,22.4,94.1,38.9,0.85,20.6,5.5,3.6,Adequate,0,1,None,High,0.532,63.2,Chickpea Fusarium Wilt,0.7,None,0.18,MEDIUM,52.4,HIGH,Crop rotation with sorghum; soil application of Trichoderma,synthetic_training_data
